CATID;BREEDGROUP;SEX;AGE_BEHAVIOUR;OTHER_CATS;problematic_behavior;seeks_physical_contact_people;Opens_doors;Rests _in_secure_places;Reacts_to_video_TV;Refuses_litter_box_dirty;Freezes_examined_veterinarian;Seems_confident;comfortable_social_gatherings;easily_scared_things_sounds ;Defecates_inappropriate_places;Unexpectedly_scratches _bites;greets_unfamiliar_children;Enjoys_tearing_cardboard;Runs_ hides_noise_inside;Runs_hide_noise_outside;Asks_in_out_ rooms;Freezes_nothing visible;Tries_wake_up;exhibits_bursts_running;Talks_to_people;increased_activity_morning;destroys_left_alone;Reacts_catnip;Chases_animals;purrs_petted;scratch_bite_human_possession_prey;comfortable_familiar_children;Growls_hisses_familiar_cat_staring;scratch_bite_familiar_dogs;Growls_hisses_examined_veterinarian;Growls_hisses_unfamiliar_dogs;lie_things_used_people;excited_new_toys;Runs_while_playing;Greets_unfamiliar_cats;Growls_hisses_familiar_dogs;restlessness_home_modified;eats_house_plants;eye_contact_familiar_people;Scratches_inappropriate_objects;scratch_bite_petted_base_tail;hallway_household_leave;not_want_use_same_litter_box;wrong_targeted_aggression;Enjoys_jumping_high;restlessness_member_household_affection_person;Gets_excite_small_animals_window;scratch_bite_petted_belly;Carries_toy;listens_everything_you_say;playing_chases_household_members;Growls_hisses_nails_clipped;Growls_hisses_medicine_familiar;Chases_imaginary_objects;scratch_bite_bathed;Growls_ hisses_bathed;increased_activity_evening;Runs_unfamiliar_cats;scratch_bite_brushed;Reacts_similarly_situations;Stares_unfamiliar_people;self_mutilation;investigates_new_objects;Growls_hisses_approached_familiar_cat_while_eating;scratch_bite_unfamiliar_dogs;restlessness_other_cats_fight;excessive_ grooming;restlessness_unfamiliar_objects;Plays_fetch;Gets_along _with_cats;Seeks_company_other_cats;baby_cry_check;Growls_hisses_brushed;Chase_tail;scratch_bite_examined_veterinarian;Rests_warm_appliances;scratch_bite_nails_clipped;greets_kittens;Moves_elegantly;scratch_bite _medicine_familiar_person;Hides_household_member_leave;Urinates_inappropriate;Escapes_unfamiliar_people;Is_persevering;Stalks_moving_objects;meowing _left_alone;Sprays_indoors;adapts_changes;Squirms_picked_ held_arms;Brings_prey_animals;Enjoys_playing_cats;Runs_unfamiliar_dogs;waiting_household_member_arrives;sudden_licking_chewing_body;Comes_called;Escapes_threatened_familiar_cat;Chews_cables;Reacts_different_events_vocalizing;scratch_bite_familiar_cat_hissing;Growls_hisses_petted_tail;Chews_plastics;Growls_hisses_unfamiliar_person_pet;Growls_hisses_unfamiliar_children;Chase_shadows;escape_home;comfortable_petted_unfamiliar_people;greets_unfamiliar_adults;Active;Prefers_types_cat_litter;restlessness_member_household_affection_another_pet;Seeks_physical_contact_other_cats;Growls_hisses_approached_familiar_cat_resting;Friendly_unfamiliar_dogs;Growls_hisses_approached_human_possession_of_prey;finds_new_ways_get_attention;learns_associate_things;Concentration_not_disturbed;Sucks_chews_fabrics;Growls_hisses_unfamiliar_adults;Purrs_sitting_lap;Chases_bite_moving_legs;not_recognize_familiar_cat_if_smells_odd;Kneads_objects;Squirms_picked_to_lap;substrate_preference_inappro;interactive_play_people;Repeats_meaningless_movements;comfortable_playing _unfamiliar_people;Walks_tail_upright;not_approach_people_right_away;Rests_elevated_places;comfortable_unfamiliar_places;responds_commands;Picky;Asks_food;restlessness_household_member_leave;exited_other_pets;Human_oriented;fearfulness;human_aggression;activity_playfulness;cat_sociability;human_sociability;litterbox_issues;excessive_grooming
4215;House_cat;Male;2,899383984;YES;Some;5;1;1;4;2;1;5;3;4;1;1;5;5;5;;5;5;1;5;5;1;5;1;1;5;1;5;1;1;1;1;4;3;5;5;1;1;5;5;5;1;5;1;1;5;1;1;;5;5;5;1;1;5;1;1;5;1;1;5;;1;5;3;1;1;1;1;1;5;2;;1;1;1;5;1;5;2;1;1;5;1;5;5;;1;5;1;;5;1;5;1;5;1;5;5;1;1;5;1;1;1;1;5;5;5;3;1;2;1;5;3;5;5;;5;1;5;1;1;;1;5;1;5;5;2;1;5;5;;5;5;1;;5;-0,860653983;-0,547480193;-0,272133027;-0,050241104;1,199871531;1,152541752;-0,122505956
4216;Landrace_Cat_Shorthair;Male;3,219712526;YES;No;5;4;4;5;1;4;5;1;2;1;1;1;5;3;3;5;2;5;5;5;5;1;5;4;5;1;5;4;;1;2;4;3;5;;;1;5;5;4;2;5;1;1;5;1;5;1;5;5;5;1;1;2;;;2;;2;3;1;1;4;1;;;1;1;5;5;5;;;1;1;5;2;;2;2;2;1;5;5;5;1;1;4;2;;5;;5;1;3;4;4;4;2;1;1;1;4;5;1;1;2;3;5;5;5;1;;1;5;5;;1;1;5;1;5;5;3;;5;1;2;5;5;5;;;5;5;4;;4;1,282474938;-0,194452919;1,253614461;0,786087758;0,910878773;-0,815084335;-0,269370884
4217;Korat;Male;12,56248778;YES;No;5;1;2;4;2;4;4;2;4;1;1;;2;4;1;4;2;1;3;5;1;1;2;4;4;1;;2;;1;;4;4;4;3;;1;2;5;2;1;4;1;1;3;1;5;1;4;5;3;1;1;1;;;4;2;1;4;4;1;5;1;;;1;2;5;5;5;;1;1;1;2;2;;4;2;2;2;4;2;5;3;1;4;1;;5;;4;1;4;2;1;4;1;1;4;1;;5;2;4;3;4;4;2;5;1;;1;3;5;;1;1;5;1;4;3;2;4;5;1;4;4;5;3;1;;4;5;3;5;4;0,911223632;-0,360158785;0,11306697;1,009063014;1,245088905;-0,00213528;-0,138511313
4218;Sphynx_and_Devon_Rex;Male;8,08850365;YES;No;5;1;5;5;1;1;5;5;1;1;1;;1;1;1;2;1;2;4;2;3;1;5;4;5;1;;1;;1;;4;4;4;;;1;;5;1;1;4;1;1;4;1;5;1;4;5;2;1;1;4;1;1;3;;1;5;1;1;5;1;;2;1;1;2;5;5;;1;1;1;5;1;4;2;1;1;1;1;1;5;1;1;5;1;;4;;2;1;5;1;;2;1;1;;1;;5;1;5;5;2;5;1;5;1;;1;2;5;;1;1;5;1;1;5;1;1;2;1;5;3;1;5;5;;1;2;1;;4;-1,188382907;-0,87844926;-0,458163033;0,579471413;-0,314044582;-0,671109131;-0,327698848
4219;European;Male;0,819672131;YES;No;5;2;1;4;2;1;5;5;1;1;1;5;4;2;1;4;1;1;4;4;1;1;2;5;2;1;5;1;;1;;5;4;4;4;;1;4;4;1;1;2;1;1;3;1;5;1;3;4;2;3;3;1;1;1;5;1;1;5;1;1;5;1;;;1;1;2;4;4;;1;1;1;2;5;4;5;2;1;1;1;4;5;1;1;5;2;;5;;5;1;5;1;2;3;1;1;5;1;1;5;1;5;5;4;;2;4;1;;1;3;3;;1;1;4;2;;3;3;;1;1;5;4;1;4;3;;2;1;3;;3;-1,243831469;0,778393996;-0,080674482;0,495195931;-0,599993959;-0,709561091;-0,484889719
4220;Other;Male;0,783561644;YES;No;5;4;2;4;2;;5;1;4;1;1;;5;5;4;4;1;4;4;4;4;1;2;5;4;1;;1;;;;2;4;4;4;;1;1;4;1;1;4;1;1;5;1;4;1;5;4;2;4;1;2;1;1;4;1;1;4;2;1;4;1;;1;1;1;2;5;4;;1;1;1;4;1;4;4;1;1;1;5;2;5;1;1;5;1;;5;;5;1;4;1;1;2;1;1;5;1;;5;;2;1;4;2;1;4;1;;1;2;4;;1;1;5;1;1;4;1;;2;1;1;;4;5;2;;1;4;1;;3;0,997667264;-0,589167428;-0,038166711;0,65419114;-0,388976448;-1,034816681;-0,783583934
4221;House_cat;Male;3,723986857;YES;A_little;5;4;1;2;2;2;5;1;2;1;1;5;4;4;2;4;2;4;5;5;1;4;4;4;4;1;5;1;1;1;5;4;5;4;5;3;4;5;5;4;1;5;1;1;5;1;4;1;4;4;4;1;1;1;1;1;3;1;1;4;4;1;5;1;1;4;1;4;5;4;4;;1;1;1;2;1;5;5;1;1;1;4;2;5;4;1;5;1;;4;2;5;1;5;4;4;4;1;1;4;1;1;4;1;2;4;4;1;2;4;1;2;1;4;5;2;1;1;5;1;2;4;4;;2;1;4;5;4;5;;4;4;5;4;;4;0,713367638;-0,721548683;0,607371017;0,29643016;1,155294931;-0,335686874;-0,08049822
4222;Ragdoll;Male;3,159479808;YES;No;5;1;1;3;1;2;5;4;1;1;1;4;1;2;1;2;1;1;4;5;1;1;5;1;5;1;5;1;1;1;;4;4;4;;1;1;1;3;2;1;4;1;1;5;1;2;1;2;4;2;1;1;;1;1;2;;2;4;4;1;4;1;;;1;1;2;4;2;;1;1;1;1;1;;2;1;1;1;1;2;5;1;1;5;1;;5;;4;1;5;;1;4;;1;3;1;1;4;2;4;4;2;1;1;2;1;;1;1;1;;1;1;5;1;1;4;1;;1;1;4;2;;4;2;;1;2;1;;4;-0,362232361;-0,780538239;-1,469407712;-0,44513265;0,127048828;-1,124257179;-0,303278485
4223;House_cat;Male;4,227820372;YES;No;4;5;4;5;1;1;5;5;2;1;1;4;5;3;3;5;3;5;5;5;5;4;5;5;2;1;;1;4;1;4;5;5;5;5;3;1;5;5;5;1;4;1;1;5;1;5;1;2;5;5;1;1;4;;;2;1;1;5;5;1;5;2;5;;1;1;1;5;5;;1;2;1;5;1;;5;1;1;1;1;5;5;2;1;4;5;;5;3;5;1;5;1;4;5;1;1;1;1;1;5;4;4;5;5;1;1;5;1;3;1;5;5;1;1;1;2;1;1;1;5;;1;1;5;5;1;5;4;4;1;5;1;;3;-0,772518164;-0,509624093;1,006394509;1,020562422;-1,469195415;-0,713167679;-0,206516491
4224;Somali;Male;1,915068493;YES;No;5;4;2;4;3;3;5;5;2;1;1;;2;4;4;4;2;5;4;5;3;1;3;5;5;2;;2;3;2;4;4;4;5;;3;1;3;3;4;1;2;1;2;5;2;5;1;4;4;4;1;2;2;3;2;4;;2;4;1;1;5;1;;;1;1;5;5;4;;1;1;1;3;1;;2;3;1;1;2;5;5;3;1;4;1;;4;3;5;3;4;2;1;4;2;1;1;1;;3;2;4;4;3;3;3;4;1;;2;4;4;2;4;1;5;2;2;4;2;;3;1;4;4;2;3;3;3;1;5;1;;4;-0,369268805;0,302054687;0,623832532;0,515455717;1,228142159;-0,305303681;0,356861099
4225;Korat;Male;3,081554461;YES;No;5;5;4;2;1;1;5;4;2;1;2;5;5;5;2;4;3;5;4;5;3;1;2;5;5;1;5;1;2;1;5;4;4;4;2;4;1;4;4;1;1;1;1;1;5;4;4;1;4;4;5;1;;1;;;1;1;1;4;;1;5;1;2;;2;1;1;5;5;;1;1;1;4;1;;4;;4;1;1;2;5;;1;5;4;;5;5;5;1;4;4;1;4;1;1;1;1;1;5;4;5;5;2;1;4;5;1;1;1;4;4;2;4;1;5;1;1;1;3;;1;1;5;5;1;5;4;4;2;1;3;;3;-0,583738358;-0,143272171;-0,138551679;1,104685972;1,046408559;-0,166287475;0,889536381
4226;Ragdoll;Male;0,475409836;unknown;unknown;4;5;4;5;2;2;4;4;4;1;1;4;5;4;2;2;2;4;5;4;4;1;4;4;2;1;4;1;;;;2;5;5;;;4;1;5;1;1;5;1;1;5;;5;1;5;5;5;1;;3;1;1;4;;1;4;4;1;5;4;;;1;4;4;5;5;;1;3;;3;1;;4;;1;1;1;4;5;1;1;2;4;;5;;5;1;3;;4;4;1;1;5;1;1;5;4;3;4;5;;1;5;1;;1;3;5;;1;1;4;2;;3;4;;5;1;5;4;1;4;2;;2;5;2;;4;0,121704837;-0,086899285;1,235998893;1,3267848;-0,689582967;-0,149017992;0,29242185
4227;Somali;Male;8,299270073;YES;A_little;4;5;2;4;1;1;4;3;2;1;1;3;1;1;1;1;3;5;4;5;5;1;5;5;5;1;;2;;5;;5;3;4;1;;1;4;4;5;1;3;1;;5;;5;1;1;5;1;1;2;2;2;2;2;3;3;4;2;1;4;1;;2;1;1;1;4;3;1;2;1;4;5;1;2;5;4;5;1;3;4;5;1;1;4;4;;2;;4;2;5;3;1;4;4;1;1;3;;5;4;4;3;3;2;1;2;3;;1;5;5;;1;2;5;1;5;3;4;;1;1;4;5;5;5;2;;2;5;4;4;5;1,132870121;1,395828563;-0,331383726;-2,046095277;0,378651216;-0,573030341;0,093403449
4228;House_cat;Male;8,16215394;NO;No;5;2;2;4;2;2;5;2;2;1;1;4;4;2;2;1;4;1;5;4;1;1;2;4;4;1;5;4;4;1;4;4;4;4;1;4;2;5;4;1;1;1;;1;4;1;5;4;5;5;2;1;1;4;1;1;4;1;2;4;4;1;5;1;4;3;1;1;4;4;4;;1;1;1;4;1;4;2;1;1;1;1;2;5;1;2;2;5;;;2;5;1;5;2;2;4;4;1;5;1;1;5;4;4;5;4;5;3;;1;2;1;4;5;2;2;1;5;1;;5;5;;4;2;2;4;4;4;4;4;4;4;4;;4;-0,340863925;-0,594955761;0,692343943;-0,108576136;0,25934543;-0,07621002;-0,499214006
4229;Landrace_Cat_Shorthair;Male;3,184120465;NO;No;5;1;4;4;1;4;4;3;5;1;1;;5;5;3;4;3;1;4;5;1;1;2;5;4;4;;1;1;1;1;4;5;5;3;1;4;2;4;4;1;3;;1;4;1;5;1;5;4;2;1;1;3;1;1;5;5;1;2;5;1;2;4;1;;1;3;4;;;;1;4;1;4;1;;5;1;2;1;5;1;5;4;1;2;2;;;4;5;1;4;4;1;3;1;1;1;1;;5;1;2;2;2;1;3;5;1;4;5;3;4;2;1;1;4;1;;1;3;;4;3;2;4;5;2;1;4;4;5;3;;2;1,531106403;-0,077220352;0,662730525;0,621696422;0,687786543;0,105571076;-0,015417888
4230;Sacred_Birman;Male;4,450022821;YES;A_little;4;4;5;2;3;4;5;2;1;1;4;;4;2;1;4;1;4;5;4;4;1;1;5;3;1;;;;1;;2;2;5;4;;1;1;4;3;1;3;1;1;4;;5;1;2;4;4;1;1;1;1;1;4;1;4;5;4;1;5;1;;2;1;2;3;5;4;;1;1;1;5;2;;5;1;3;1;4;2;4;1;1;5;4;;5;;2;2;2;2;1;3;1;1;1;1;;5;2;2;3;3;5;1;4;1;;1;2;4;;2;1;;1;2;3;5;;5;1;2;5;5;5;2;;5;3;2;;4;1,072239315;0,096730884;-0,171771588;0,360508911;-1,02316666;-0,295857938;-0,190090838
4231;House_cat;Male;5,614051095;YES;No;5;1;2;1;1;;5;;1;1;1;;1;4;2;4;1;1;2;5;1;1;;5;5;1;;1;2;;2;5;5;4;2;1;1;2;5;4;1;1;1;1;4;1;4;1;1;5;4;1;1;1;;;3;1;1;4;4;1;5;1;4;1;1;1;1;5;5;;1;1;1;5;1;5;5;1;1;1;4;2;5;4;1;5;1;;5;4;4;1;5;1;1;2;1;1;1;1;1;4;4;5;5;4;1;1;5;1;4;1;4;5;;1;1;5;1;1;5;1;;1;1;5;5;5;4;2;;1;5;1;5;4;-0,027380661;-0,649764528;-0,574528407;0,840587653;1,021340187;-0,668656407;-0,752185246
4232;House_cat;Male;8,153939763;YES;Some;4;1;3;3;4;5;3;1;4;1;1;3;1;5;3;4;3;5;4;4;5;1;3;5;5;1;3;4;1;1;3;3;3;4;4;1;4;5;4;1;1;2;4;4;5;1;3;1;1;4;2;1;1;3;;;2;1;1;5;4;1;4;1;3;4;1;4;1;4;3;3;1;4;1;4;1;4;3;1;1;4;4;3;2;3;5;2;2;;4;2;5;1;3;1;1;4;4;1;1;1;1;2;4;3;3;1;4;1;3;1;2;1;3;5;;1;1;5;1;2;4;3;4;1;4;2;4;4;5;1;;4;5;1;5;3;1,245478718;-0,689623223;-1,648177355;-0,281292732;0,34904434;4,286269049;0,129423795
4233;Oriental;Male;1,050615595;YES;No;5;4;1;2;1;2;5;4;1;1;1;4;4;1;1;1;1;4;5;5;2;1;;;5;1;5;2;;1;;5;5;5;5;;1;1;5;1;1;5;2;1;5;1;4;1;5;5;1;1;1;1;1;1;5;1;1;4;1;1;5;4;;1;1;1;5;5;5;;1;4;1;2;1;5;5;1;1;1;1;4;5;4;1;5;2;;5;;5;1;5;1;1;1;1;1;1;1;1;4;1;5;5;5;2;1;5;1;;1;5;5;;1;1;4;1;1;1;1;;5;4;5;5;1;4;4;;1;1;5;;3;-1,108995667;-0,662644108;1,027996449;0,610019602;0,432190988;-0,414946179;-0,299158793
4234;Bengal;Male;17,93501441;NO;A_little;4;4;2;1;5;;4;5;1;1;2;4;2;1;1;2;2;5;5;5;5;1;5;;4;1;4;;2;;2;5;1;1;;2;4;2;5;4;2;4;;1;5;1;1;2;5;5;2;1;1;1;1;2;1;;4;5;2;1;5;;1;;1;4;4;;;5;1;1;;4;;;4;1;1;1;1;4;5;5;1;2;1;;;1;1;1;4;;1;5;;1;5;1;1;4;4;4;5;2;2;5;;;5;1;4;5;;4;1;5;1;4;2;4;;2;5;5;5;2;5;;4;5;5;5;;;-0,380927246;0,280074352;-0,748344741;0,109455447;0,890860163;0,748817734;0,34460099
4235;Maine_Coon;Male;0,394520548;YES;No;5;4;1;5;1;3;5;5;1;1;3;5;4;1;2;1;2;5;5;5;4;2;4;4;5;3;5;1;;1;;5;5;5;5;;1;3;4;3;1;5;1;1;4;1;5;1;5;4;3;1;1;3;1;1;4;2;1;4;2;1;5;1;;1;1;1;5;5;5;;1;1;1;4;1;5;5;1;1;1;1;4;5;1;1;5;2;;5;;5;1;4;1;1;4;1;1;4;1;1;4;1;5;5;5;4;1;5;1;;1;4;5;4;1;1;5;2;1;4;3;;4;1;5;5;1;3;5;4;4;5;3;;4;-1,163658045;-0,456872917;1,116499528;0,730285609;0,390621614;-0,750132931;-0,333172022
4236;Landrace_Cat_Shorthair;Male;0,956284153;YES;A_little;5;4;2;4;1;1;4;3;2;1;2;5;5;2;1;4;5;2;5;5;3;3;4;5;5;1;5;1;2;1;2;3;5;5;;1;1;5;;4;1;4;1;1;5;2;5;1;5;4;4;;1;4;4;1;4;2;1;3;2;1;5;1;2;;1;1;3;4;4;;1;4;1;4;1;;5;1;1;1;2;5;5;1;1;5;3;;4;2;4;1;4;2;4;3;1;1;4;1;1;4;2;4;5;5;;3;4;1;4;1;3;4;;5;1;5;2;1;3;2;;1;4;4;4;3;4;4;;4;3;1;;4;-0,496417049;-0,447626895;0,85183146;0,120715417;0,092030351;-0,712180266;-0,242634241
4237;House_cat;Male;1,102599179;unknown;unknown;5;1;2;5;4;2;4;2;4;1;4;4;2;5;4;4;4;2;5;5;2;2;5;5;2;4;5;1;2;1;4;5;5;5;2;3;4;5;4;5;5;5;2;1;4;2;5;5;5;5;5;1;4;5;2;2;2;2;2;5;2;1;4;1;3;2;1;2;1;5;5;;1;2;1;4;1;2;4;4;1;1;2;4;5;4;1;2;4;;5;4;4;1;5;2;1;5;1;2;4;1;1;5;5;4;3;4;5;2;5;1;2;1;2;2;1;4;1;5;1;1;2;5;;2;2;4;5;4;2;3;4;5;4;5;3;3;0,584224992;1,552502422;0,638252713;1,28533325;0,841480356;0,698417435;0,640590172
4238;Sphynx_and_Devon_Rex;Male;2,169863014;YES;A_little;2;4;4;4;3;1;5;4;1;1;1;5;2;1;1;4;1;1;3;5;1;1;3;4;2;1;5;1;;1;;3;5;5;;;1;1;4;2;1;4;3;1;4;1;4;1;4;3;3;1;1;1;1;1;5;2;;5;2;1;5;1;;1;1;1;2;5;5;4;1;1;1;4;1;5;5;1;1;1;2;1;5;1;1;5;3;2;5;4;4;1;4;1;1;2;1;1;1;1;1;2;1;5;5;3;3;1;5;1;;1;1;4;;1;1;5;1;1;1;3;;4;1;5;1;1;2;;;2;4;;;2;-0,802540694;-0,522659231;-0,156353399;0,876315399;-1,477155925;0,257114515;-0,471533038
4239;American_Curl;Male;9,378422782;YES;No;2;4;5;4;1;5;2;1;4;1;1;1;2;5;2;4;1;1;5;2;4;1;2;5;2;1;4;2;;1;;4;4;5;;;4;5;2;2;1;1;1;1;5;1;4;1;4;2;4;1;1;1;;;5;;1;5;4;1;5;1;;;1;4;4;5;5;;1;1;1;5;1;;5;1;4;1;5;2;5;1;1;5;5;;5;;2;1;2;2;1;4;4;1;1;1;1;4;1;1;1;4;2;1;5;1;;1;4;4;;2;1;5;1;2;4;5;;4;1;1;5;5;5;1;;5;5;2;;1;2,747021698;-0,34669123;0,239254595;1,388453638;-1,998694127;-0,01774769;0,173434084
4240;Oriental;Male;9,52915412;YES;Some;4;5;2;2;3;2;5;5;1;1;1;5;3;3;3;5;1;5;4;4;2;1;3;5;4;1;5;1;1;1;;4;5;4;;1;1;4;4;5;1;5;1;1;4;1;4;1;1;4;1;1;1;1;3;1;4;;1;5;3;1;5;1;;;1;1;1;5;5;;1;1;1;4;1;4;2;3;1;1;1;5;5;2;1;5;1;;2;;5;1;3;;1;3;1;1;1;1;1;5;5;5;5;3;3;3;5;1;;1;4;5;;1;1;5;1;2;1;3;;2;1;5;5;1;3;4;;5;5;4;;3;-1,108812618;-0,366962634;-0,466338223;0,633839198;0,420524437;-0,44882509;-0,399455416
4241;Russian_Blue;Male;1,434306569;YES;A_little;5;5;4;4;4;1;5;4;4;2;1;;2;5;2;5;2;4;5;5;2;1;5;4;5;1;5;1;;1;1;3;5;5;5;;1;2;5;1;1;3;1;1;5;1;4;1;2;3;5;1;;5;;;5;2;1;4;5;1;4;1;;;1;1;1;5;5;;1;4;1;5;1;5;5;;1;3;5;3;5;1;1;5;2;;5;;2;1;4;1;1;4;1;1;1;1;1;5;1;4;4;2;5;1;5;1;;1;2;5;4;1;1;5;1;1;5;2;5;5;1;5;5;5;1;4;4;4;5;1;;3;0,171394867;-0,826265209;-0,019397461;1,48302868;0,50548141;1,059086384;-0,546893503
4242;Siberian_and_Neva_Masquerade;Male;8,310009127;unknown;unknown;5;2;2;4;4;5;4;2;4;1;1;1;4;5;2;2;4;1;2;5;1;1;5;;5;1;2;4;;4;;5;4;2;;;2;4;5;1;1;1;2;1;5;1;5;1;4;5;2;;;1;2;2;4;;1;4;4;1;2;1;;1;1;2;2;4;2;;1;1;1;4;;;4;1;1;1;4;1;2;1;1;4;3;;2;5;3;1;5;4;1;5;2;1;1;1;1;2;1;2;1;1;5;2;2;1;1;1;2;5;;1;1;5;1;3;5;2;;1;1;4;5;5;4;;;2;3;1;;5;0,878719214;-0,633683886;-1,679886352;-1,42035207;0,713600089;0,290713793;-0,379583684
4243;Landrace_Cat_Longhair;Male;2,945927447;YES;No;5;3;2;5;2;1;5;5;2;1;1;5;5;2;2;5;4;4;5;5;2;4;2;5;5;1;4;;;1;;5;5;5;;;1;1;5;1;4;5;;2;5;3;5;1;1;5;3;1;1;2;2;2;5;;1;4;5;1;5;;;;2;1;4;;;;1;1;1;5;1;;4;1;1;1;1;4;5;;1;4;1;;;;5;1;5;;2;4;;1;1;1;1;5;1;4;5;2;5;;;;;1;5;5;4;1;1;5;1;;5;4;;4;1;5;5;4;5;4;5;1;4;4;5;5;-0,815546777;-0,464186185;1,035783648;-0,319198459;1,198591113;-0,184357691;0,70286035
4244;House_cat;Male;8,869112815;YES;No;5;2;2;3;3;4;5;5;1;1;1;5;1;2;1;4;5;4;3;5;4;1;5;4;5;1;3;2;1;1;2;4;3;5;2;1;1;4;4;2;1;1;1;1;4;1;3;1;2;3;3;1;1;1;1;1;4;1;1;5;1;1;5;1;1;3;1;1;2;5;4;;1;1;1;5;1;5;4;1;1;1;1;1;4;1;1;2;1;;4;1;5;1;5;2;1;1;1;1;1;1;1;5;4;5;5;2;3;1;4;1;4;1;1;5;3;1;1;5;1;2;5;1;;2;1;4;5;2;4;1;4;4;4;1;;4;-0,955221045;-0,831362301;-1,098589427;0,370319495;0,48635268;-0,515709718;-0,642304939
4245;Ragdoll;Male;0,389041096;YES;A_little;4;4;2;4;2;;5;4;2;1;4;4;2;1;1;4;3;1;5;4;4;1;2;4;5;1;5;1;;1;;4;5;5;4;;1;;5;4;1;5;1;1;4;1;1;1;4;4;4;1;1;4;1;1;2;1;1;4;2;1;4;1;;1;1;1;1;5;4;;1;4;;2;1;;2;1;1;1;1;4;5;2;1;4;2;;5;;4;1;2;2;4;4;;1;1;1;1;5;4;4;2;4;;1;4;1;;1;4;5;;1;1;5;1;1;1;2;;1;1;4;5;4;2;5;;1;5;1;;2;-0,560046848;-0,600231328;0,084775552;0,737518756;-0,778430224;-0,635265218;-0,214075334
4246;Landrace_Cat_Shorthair;Male;13,08546841;YES;A_little;5;2;1;4;1;5;5;2;1;1;1;4;2;5;1;5;2;5;5;5;4;1;5;5;5;1;2;;;1;1;4;5;5;5;;1;5;5;1;5;2;1;1;1;1;5;1;1;2;2;1;1;4;;;5;1;1;4;4;1;4;1;1;;1;2;1;5;5;1;1;1;1;2;1;5;1;2;1;1;1;4;5;4;1;4;5;;5;5;5;1;5;1;4;5;1;1;1;1;2;5;2;5;5;2;1;1;5;1;;1;2;5;;1;1;5;1;4;5;5;;2;1;4;4;2;2;1;;2;5;1;5;4;-0,253081706;0,150257594;-0,380182622;1,19365064;1,285076165;-0,769755841;0,097635043
4247;House_cat;Male;0,737704918;YES;No;5;2;4;3;1;1;5;4;1;1;;4;3;2;4;5;4;4;5;5;3;1;2;5;4;2;5;1;2;2;2;5;5;5;;3;;4;;2;1;5;1;1;4;2;5;1;5;4;4;1;1;5;4;4;5;;1;3;1;1;5;1;2;4;1;1;5;2;4;;1;3;2;3;1;;4;1;1;1;1;4;5;1;1;4;4;2;5;2;2;1;4;1;1;4;2;1;;1;1;5;4;4;4;5;;1;4;1;4;1;4;4;4;1;1;5;4;1;3;4;;4;1;5;5;2;5;5;5;4;4;1;;2;-0,864081652;0,036522441;1,754792956;0,280956761;-0,532827579;-0,452141632;-0,136332226
4248;Other;Male;0,893150685;YES;A_little;2;4;4;5;1;2;2;2;4;1;1;1;5;4;1;2;2;5;2;2;5;1;4;5;2;1;1;1;;1;;2;5;5;;;1;5;5;5;1;5;1;1;5;1;5;2;5;5;4;1;1;2;4;1;1;;1;5;4;1;4;1;;1;1;2;1;5;5;;1;1;4;5;1;;3;4;1;1;4;5;5;1;1;5;5;;5;;5;4;5;3;4;2;1;1;4;1;1;5;1;4;2;5;3;2;5;1;;1;5;5;1;1;1;1;1;1;5;5;;4;1;2;5;5;5;4;;1;5;2;;1;1,308316751;0,270054197;0,584247887;1,545851965;-2,794426156;-0,603434411;0,956658036
4249;Landrace_Cat_Shorthair;Male;1,550684932;NO;A_little;5;2;1;5;1;1;5;4;2;1;2;;1;2;1;;4;5;5;5;2;1;2;4;5;1;;4;2;1;4;5;5;5;5;1;1;5;5;4;1;5;1;1;5;1;5;2;5;4;4;1;1;5;4;4;4;1;1;5;2;1;5;1;1;;2;1;4;;;;1;4;1;5;1;4;4;1;1;1;1;5;5;2;1;5;1;;4;1;5;4;5;2;5;5;2;1;4;1;1;5;2;5;5;4;1;1;;;2;1;4;5;;1;1;5;1;;4;1;;4;2;5;5;2;4;;;5;4;1;5;5;-0,84767448;-0,456980414;1,151901173;-0,356934359;0,842462549;-0,960997755;1,48464262
4250;House_cat;Male;2,757015743;YES;No;5;1;4;1;1;1;5;5;1;1;1;5;5;1;1;4;1;1;4;5;2;1;;5;5;1;5;1;1;1;2;5;4;5;5;1;1;5;1;1;1;1;1;1;2;1;5;1;2;5;1;;1;1;;;;;1;5;4;1;5;1;1;1;1;1;1;5;5;;1;1;1;5;;5;5;1;1;1;1;1;4;1;1;1;1;;5;1;5;1;5;1;1;1;1;1;5;1;1;4;1;5;5;2;1;1;4;1;5;1;1;5;;1;1;5;1;1;5;1;1;1;1;5;5;1;2;;;1;5;1;5;3;-1,189103493;-0,570303271;-1,212290086;0,648231761;0,309955455;-0,968317103;-0,946512676
